jahr,ort,tage,typ
1994,Bern-Zollikofen,139,Niederschlagstage
1994,Davos,125,Niederschlagstage
1994,Genf-Cointrin,123,Niederschlagstage
1994,Locarno-Monti,103,Niederschlagstage
1994,Lugano,94,Niederschlagstage
1994,Luzern,132,Niederschlagstage
1994,Neuenburg,124,Niederschlagstage
1994,Säntis,189,Niederschlagstage
1994,Samedan,92,Niederschlagstage
1994,Sitten,93,Niederschlagstage
1994,St. Gallen,155,Niederschlagstage
1994,Zürich-Fluntern,149,Niederschlagstage
1995,Basel-Binningen,132,Niederschlagstage
1995,Bern-Zollikofen,138,Niederschlagstage
1995,Davos,136,Niederschlagstage
1995,Genf-Cointrin,120,Niederschlagstage
1995,Locarno-Monti,98,Niederschlagstage
1995,Lugano,95,Niederschlagstage
1995,Luzern,146,Niederschlagstage
1995,Neuenburg,132,Niederschlagstage
1995,Säntis,188,Niederschlagstage
1995,Samedan,93,Niederschlagstage
1995,Sitten,104,Niederschlagstage
1995,St. Gallen,163,Niederschlagstage
1995,Zürich-Fluntern,150,Niederschlagstage
1996,Basel-Binningen,111,Niederschlagstage
1996,Bern-Zollikofen,125,Niederschlagstage
1996,Davos,125,Niederschlagstage
1996,Genf-Cointrin,95,Niederschlagstage
1996,Locarno-Monti,115,Niederschlagstage
1996,Lugano,119,Niederschlagstage
1996,Luzern,131,Niederschlagstage
1996,Neuenburg,110,Niederschlagstage
1996,Säntis,155,Niederschlagstage
1996,Samedan,96,Niederschlagstage
1996,Sitten,73,Niederschlagstage
1996,St. Gallen,134,Niederschlagstage
1996,Zürich-Fluntern,125,Niederschlagstage
1997,Basel-Binningen,107,Niederschlagstage
1997,Bern-Zollikofen,112,Niederschlagstage
1997,Davos,120,Niederschlagstage
1997,Genf-Cointrin,106,Niederschlagstage
1997,Locarno-Monti,87,Niederschlagstage
1997,Lugano,85,Niederschlagstage
1997,Luzern,115,Niederschlagstage
1997,Neuenburg,124,Niederschlagstage
1997,Säntis,152,Niederschlagstage
1997,Samedan,90,Niederschlagstage
1997,Sitten,75,Niederschlagstage
1997,St. Gallen,118,Niederschlagstage
1997,Zürich-Fluntern,111,Niederschlagstage
1998,Basel-Binningen,120,Niederschlagstage
1998,Bern-Zollikofen,110,Niederschlagstage
1998,Davos,121,Niederschlagstage
1998,Genf-Cointrin,105,Niederschlagstage
1998,Locarno-Monti,91,Niederschlagstage
1998,Lugano,89,Niederschlagstage
1998,Luzern,132,Niederschlagstage
1998,Neuenburg,120,Niederschlagstage
1998,Säntis,173,Niederschlagstage
1998,Samedan,79,Niederschlagstage
1998,Sitten,77,Niederschlagstage
1998,St. Gallen,150,Niederschlagstage
1998,Zürich-Fluntern,126,Niederschlagstage
1999,Basel-Binningen,134,Niederschlagstage
1999,Bern-Zollikofen,147,Niederschlagstage
1999,Davos,140,Niederschlagstage
1999,Genf-Cointrin,129,Niederschlagstage
1999,Locarno-Monti,111,Niederschlagstage
1999,Lugano,108,Niederschlagstage
1999,Luzern,154,Niederschlagstage
1999,Neuenburg,135,Niederschlagstage
1999,Säntis,193,Niederschlagstage
1999,Samedan,108,Niederschlagstage
1999,Sitten,108,Niederschlagstage
1999,St. Gallen,165,Niederschlagstage
1999,Zürich-Fluntern,160,Niederschlagstage
2000,Basel-Binningen,132,Niederschlagstage
2000,Bern-Zollikofen,123,Niederschlagstage
2000,Davos,129,Niederschlagstage
2000,Genf-Cointrin,117,Niederschlagstage
2000,Locarno-Monti,116,Niederschlagstage
2000,Lugano,115,Niederschlagstage
2000,Luzern,134,Niederschlagstage
2000,Neuenburg,128,Niederschlagstage
2000,Säntis,181,Niederschlagstage
2000,Samedan,103,Niederschlagstage
2000,Sitten,82,Niederschlagstage
2000,St. Gallen,148,Niederschlagstage
2000,Zürich-Fluntern,145,Niederschlagstage
2001,Basel-Binningen,145,Niederschlagstage
2001,Bern-Zollikofen,148,Niederschlagstage
2001,Davos,139,Niederschlagstage
2001,Genf-Cointrin,129,Niederschlagstage
2001,Locarno-Monti,108,Niederschlagstage
2001,Lugano,114,Niederschlagstage
2001,Luzern,163,Niederschlagstage
2001,Neuenburg,140,Niederschlagstage
2001,Säntis,189,Niederschlagstage
2001,Samedan,92,Niederschlagstage
2001,Sitten,83,Niederschlagstage
2001,St. Gallen,161,Niederschlagstage
2001,Zürich-Fluntern,156,Niederschlagstage
2002,Basel-Binningen,129,Niederschlagstage
2002,Bern-Zollikofen,136,Niederschlagstage
2002,Davos,143,Niederschlagstage
2002,Genf-Cointrin,124,Niederschlagstage
2002,Locarno-Monti,120,Niederschlagstage
2002,Lugano,120,Niederschlagstage
2002,Luzern,133,Niederschlagstage
2002,Neuenburg,131,Niederschlagstage
2002,Säntis,174,Niederschlagstage
2002,Samedan,104,Niederschlagstage
2002,Sitten,95,Niederschlagstage
2002,St. Gallen,140,Niederschlagstage
2002,Zürich-Fluntern,139,Niederschlagstage
2003,Basel-Binningen,96,Niederschlagstage
2003,Bern-Zollikofen,94,Niederschlagstage
2003,Davos,105,Niederschlagstage
2003,Genf-Cointrin,87,Niederschlagstage
2003,Locarno-Monti,78,Niederschlagstage
2003,Lugano,88,Niederschlagstage
2003,Luzern,114,Niederschlagstage
2003,Neuenburg,90,Niederschlagstage
2003,Säntis,141,Niederschlagstage
2003,Samedan,73,Niederschlagstage
2003,Sitten,64,Niederschlagstage
2003,St. Gallen,118,Niederschlagstage
2003,Zürich-Fluntern,117,Niederschlagstage
2004,Basel-Binningen,119,Niederschlagstage
2004,Bern-Zollikofen,122,Niederschlagstage
2004,Davos,117,Niederschlagstage
2004,Genf-Cointrin,101,Niederschlagstage
2004,Locarno-Monti,93,Niederschlagstage
2004,Lugano,96,Niederschlagstage
2004,Luzern,130,Niederschlagstage
2004,Neuenburg,112,Niederschlagstage
2004,Säntis,164,Niederschlagstage
2004,Samedan,93,Niederschlagstage
2004,Sitten,72,Niederschlagstage
2004,St. Gallen,145,Niederschlagstage
2004,Zürich-Fluntern,134,Niederschlagstage
2005,Basel-Binningen,106,Niederschlagstage
2005,Bern-Zollikofen,108,Niederschlagstage
2005,Davos,120,Niederschlagstage
2005,Genf-Cointrin,86,Niederschlagstage
2005,Locarno-Monti,76,Niederschlagstage
2005,Lugano,82,Niederschlagstage
2005,Luzern,118,Niederschlagstage
2005,Neuenburg,101,Niederschlagstage
2005,Säntis,NA,Niederschlagstage
2005,Samedan,76,Niederschlagstage
2005,Sitten,66,Niederschlagstage
2005,St. Gallen,138,Niederschlagstage
2005,Zürich-Fluntern,125,Niederschlagstage
2006,Basel-Binningen,124,Niederschlagstage
2006,Bern-Zollikofen,121,Niederschlagstage
2006,Davos,122,Niederschlagstage
2006,Genf-Cointrin,101,Niederschlagstage
2006,Locarno-Monti,81,Niederschlagstage
2006,Lugano,80,Niederschlagstage
2006,Luzern,130,Niederschlagstage
2006,Neuenburg,124,Niederschlagstage
2006,Säntis,178,Niederschlagstage
2006,Samedan,83,Niederschlagstage
2006,Sitten,73,Niederschlagstage
2006,St. Gallen,147,Niederschlagstage
2006,Zürich-Fluntern,130,Niederschlagstage
2007,Basel-Binningen,119,Niederschlagstage
2007,Bern-Zollikofen,130,Niederschlagstage
2007,Davos,118,Niederschlagstage
2007,Genf-Cointrin,111,Niederschlagstage
2007,Locarno-Monti,81,Niederschlagstage
2007,Lugano,73,Niederschlagstage
2007,Luzern,122,Niederschlagstage
2007,Neuenburg,121,Niederschlagstage
2007,Säntis,176,Niederschlagstage
2007,Samedan,91,Niederschlagstage
2007,Sitten,80,Niederschlagstage
2007,St. Gallen,143,Niederschlagstage
2007,Zürich-Fluntern,137,Niederschlagstage
2008,Basel-Binningen,112,Niederschlagstage
2008,Bern-Zollikofen,120,Niederschlagstage
2008,Davos,125,Niederschlagstage
2008,Genf-Cointrin,122,Niederschlagstage
2008,Locarno-Monti,122,Niederschlagstage
2008,Lugano,123,Niederschlagstage
2008,Luzern,131,Niederschlagstage
2008,Neuenburg,119,Niederschlagstage
2008,Säntis,165,Niederschlagstage
2008,Samedan,98,Niederschlagstage
2008,Sitten,82,Niederschlagstage
2008,St. Gallen,142,Niederschlagstage
2008,Zürich-Fluntern,132,Niederschlagstage
2009,Basel-Binningen,124,Niederschlagstage
2009,Bern-Zollikofen,114,Niederschlagstage
2009,Davos,124,Niederschlagstage
2009,Genf-Cointrin,100,Niederschlagstage
2009,Locarno-Monti,91,Niederschlagstage
2009,Lugano,96,Niederschlagstage
2009,Luzern,122,Niederschlagstage
2009,Neuenburg,114,Niederschlagstage
2009,Säntis,173,Niederschlagstage
2009,Samedan,90,Niederschlagstage
2009,Sitten,81,Niederschlagstage
2009,St. Gallen,136,Niederschlagstage
2009,Zürich-Fluntern,132,Niederschlagstage
2010,Basel-Binningen,124,Niederschlagstage
2010,Bern-Zollikofen,125,Niederschlagstage
2010,Davos,123,Niederschlagstage
2010,Genf-Cointrin,104,Niederschlagstage
2010,Locarno-Monti,117,Niederschlagstage
2010,Lugano,116,Niederschlagstage
2010,Luzern,130,Niederschlagstage
2010,Neuenburg,116,Niederschlagstage
2010,Säntis,173,Niederschlagstage
2010,Samedan,93,Niederschlagstage
2010,Sitten,77,Niederschlagstage
2010,St. Gallen,148,Niederschlagstage
2010,Zürich-Fluntern,144,Niederschlagstage
2011,Basel-Binningen,97,Niederschlagstage
2011,Bern-Zollikofen,102,Niederschlagstage
2011,Davos,105,Niederschlagstage
2011,Genf-Cointrin,89,Niederschlagstage
2011,Locarno-Monti,82,Niederschlagstage
2011,Lugano,78,Niederschlagstage
2011,Luzern,109,Niederschlagstage
2011,Neuenburg,94,Niederschlagstage
2011,Säntis,140,Niederschlagstage
2011,Samedan,83,Niederschlagstage
2011,Sitten,79,Niederschlagstage
2011,St. Gallen,115,Niederschlagstage
2011,Zürich-Fluntern,110,Niederschlagstage
2012,Basel-Binningen,136,Niederschlagstage
2012,Bern-Zollikofen,145,Niederschlagstage
2012,Davos,137,Niederschlagstage
2012,Genf-Cointrin,116,Niederschlagstage
2012,Locarno-Monti,112,Niederschlagstage
2012,Lugano,99,Niederschlagstage
2012,Luzern,151,Niederschlagstage
2012,Neuenburg,139,Niederschlagstage
2012,Säntis,180,Niederschlagstage
2012,Samedan,104,Niederschlagstage
2012,Sitten,97,Niederschlagstage
2012,St. Gallen,158,Niederschlagstage
2012,Zürich-Fluntern,140,Niederschlagstage
2013,Basel-Binningen,135,Niederschlagstage
2013,Bern-Zollikofen,125,Niederschlagstage
2013,Davos,132,Niederschlagstage
2013,Genf-Cointrin,121,Niederschlagstage
2013,Locarno-Monti,117,Niederschlagstage
2013,Lugano,120,Niederschlagstage
2013,Luzern,138,Niederschlagstage
2013,Neuenburg,138,Niederschlagstage
2013,Säntis,168,Niederschlagstage
2013,Samedan,90,Niederschlagstage
2013,Sitten,85,Niederschlagstage
2013,St. Gallen,153,Niederschlagstage
2013,Zürich-Fluntern,131,Niederschlagstage
2014,Basel-Binningen,121,Niederschlagstage
2014,Bern-Zollikofen,132,Niederschlagstage
2014,Davos,142,Niederschlagstage
2014,Genf-Cointrin,114,Niederschlagstage
2014,Locarno-Monti,142,Niederschlagstage
2014,Lugano,131,Niederschlagstage
2014,Luzern,142,Niederschlagstage
2014,Neuenburg,127,Niederschlagstage
2014,Säntis,181,Niederschlagstage
2014,Samedan,123,Niederschlagstage
2014,Sitten,83,Niederschlagstage
2014,St. Gallen,138,Niederschlagstage
2014,Zürich-Fluntern,124,Niederschlagstage
2015,Basel-Binningen,94,Niederschlagstage
2015,Bern-Zollikofen,98,Niederschlagstage
2015,Davos,112,Niederschlagstage
2015,Genf-Cointrin,89,Niederschlagstage
2015,Locarno-Monti,90,Niederschlagstage
2015,Lugano,83,Niederschlagstage
2015,Luzern,117,Niederschlagstage
2015,Neuenburg,99,Niederschlagstage
2015,Säntis,144,Niederschlagstage
2015,Samedan,78,Niederschlagstage
2015,Sitten,69,Niederschlagstage
2015,St. Gallen,129,Niederschlagstage
2015,Zürich-Fluntern,109,Niederschlagstage
2016,Basel-Binningen,123,Niederschlagstage
2016,Bern-Zollikofen,126,Niederschlagstage
2016,Davos,129,Niederschlagstage
2016,Genf-Cointrin,110,Niederschlagstage
2016,Locarno-Monti,116,Niederschlagstage
2016,Lugano,115,Niederschlagstage
2016,Luzern,146,Niederschlagstage
2016,Neuenburg,117,Niederschlagstage
2016,Säntis,180,Niederschlagstage
2016,Samedan,105,Niederschlagstage
2016,Sitten,83,Niederschlagstage
2016,St. Gallen,145,Niederschlagstage
2016,Zürich-Fluntern,133,Niederschlagstage
2017,Basel-Binningen,114,Niederschlagstage
2017,Bern-Zollikofen,109,Niederschlagstage
2017,Davos,139,Niederschlagstage
2017,Genf-Cointrin,98,Niederschlagstage
2017,Locarno-Monti,82,Niederschlagstage
2017,Lugano,75,Niederschlagstage
2017,Luzern,145,Niederschlagstage
2017,Neuenburg,99,Niederschlagstage
2017,Säntis,188,Niederschlagstage
2017,Samedan,84,Niederschlagstage
2017,Sitten,83,Niederschlagstage
2017,St. Gallen,158,Niederschlagstage
2017,Zürich-Fluntern,133,Niederschlagstage
2018,Basel-Binningen,97,Niederschlagstage
2018,Bern-Zollikofen,113,Niederschlagstage
2018,Davos,125,Niederschlagstage
2018,Genf-Cointrin,118,Niederschlagstage
2018,Locarno-Monti,115,Niederschlagstage
2018,Lugano,113,Niederschlagstage
2018,Luzern,110,Niederschlagstage
2018,Neuenburg,112,Niederschlagstage
2018,Säntis,135,Niederschlagstage
2018,Samedan,98,Niederschlagstage
2018,Sitten,76,Niederschlagstage
2018,St. Gallen,113,Niederschlagstage
2018,Zürich-Fluntern,108,Niederschlagstage
2019,Basel-Binningen,115,Niederschlagstage
2019,Bern-Zollikofen,122,Niederschlagstage
2019,Davos,135,Niederschlagstage
2019,Genf-Cointrin,102,Niederschlagstage
2019,Locarno-Monti,100,Niederschlagstage
2019,Lugano,109,Niederschlagstage
2019,Luzern,137,Niederschlagstage
2019,Neuenburg,124,Niederschlagstage
2019,Säntis,162,Niederschlagstage
2019,Samedan,99,Niederschlagstage
2019,Sitten,85,Niederschlagstage
2019,St. Gallen,140,Niederschlagstage
2019,Zürich-Fluntern,131,Niederschlagstage
2020,Basel-Binningen,111,Niederschlagstage
2020,Bern-Zollikofen,116,Niederschlagstage
2020,Davos,121,Niederschlagstage
2020,Genf-Cointrin,100,Niederschlagstage
2020,Locarno-Monti,82,Niederschlagstage
2020,Lugano,83,Niederschlagstage
2020,Luzern,122,Niederschlagstage
2020,Neuenburg,107,Niederschlagstage
2020,Säntis,162,Niederschlagstage
2020,Samedan,83,Niederschlagstage
2020,Sitten,79,Niederschlagstage
2020,St. Gallen,130,Niederschlagstage
2020,Zürich-Fluntern,110,Niederschlagstage
